Processed File Name,Group,Year,Boundary Level,Source 1,Source 2,License,Link to Source Data,Changes,Known Errors,Raw File Name,,
PRK_ADM2.zip,North Korea,2016,ADM 2,World Food Programme,United Nations Office for the Coordination of Humanitarian Affairs Regional Office for Asia and the Pacific (ROAP),For humanitarian use only,https://data.humdata.org/dataset/dpr-korea-admin-level-2-boundaries,No,Could not be verified,dprk_adm2_polygon_wfp_edit.zip,,http://www.stats.govt.nz/about_us/about-this-site/copyright-terms-of-use.aspx
NOR_ADM0.zip,Norway,2017,ADM 0,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Akershus.shp.zip,,http://www.stats.govt.nz/about_us/about-this-site/copyright-terms-of-use.aspx
NOR_ADM1.zip,Norway,2017,ADM 1,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Akershus.shp.zip,,
NOR_ADM2.zip,Norway,2013,ADM 2,Geonorge,Mapping Authority of Norway,Creative Commons BY 4.0,https://kartkatalog.geonorge.no/metadata/kartverket/administrative-enheter/041f1e6e-bdbc-4091-b48f-8a5990f3cc5b,Yes,,Basisdata_0000_Norge_25833_Kommuner_SOSI_Kommune_FLATE.zip,,
OMN_ADM0.zip,Oman,2017,ADM 0,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Ad_Dakhiliyah.shp.zip,,
OMN_ADM1.zip,Oman,2010,ADM 1,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,Outdated,exported_boundaries_Ad_Dakhiliyah.shp.zip,,
PAK_ADM0.zip,Pakistan,2017,ADM 0,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Azad_Kashmir.shp.zip,,
PAK_ADM1.zip,Pakistan,2017,ADM 1,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Azad_Kashmir.shp.zip,,
PAK_ADM2.zip,Pakistan,2015,ADM 2,Pakistan Census Office,United Nations Office for the Coordination of Humanitarian Affairs Pakistan,For humanitarian use only,https://data.humdata.org/dataset/pakistan-admin-level-2-boundaries,No,Missing Jammu and Kashmir and Gilgit-Baltisan,pak_adm2_pco_20150528.zip,,
PLW_ADM0.zip,Palau,2017,ADM 0,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Aimeliik.shp.zip,,
PLW_ADM1.zip,Palau,2017,ADM 1,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Aimeliik.shp.zip,,
PSE_ADM0.zip,Palestine,2017,ADM 0,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Palestine.shp.zip,,
PSE_ADM1.zip,Palestine,2017,ADM 1,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Palestine.shp.zip,,
PSE_ADM2.zip,Palestine,2017,ADM 2,"OpenStreetMap, digitized from https://en.wikipedia.org/wiki/Governorates_of_Palestine#/media/File:Palestine_election_map.PNG",,CC BY-SA 3.0,https://en.wikipedia.org/wiki/Governorates_of_Palestine#/media/File:Palestine_election_map.PNG,Yes,,exported_boundaries_Palestine.shp.zip,,
PAN_ADM0.zip,Panama,2017,ADM 0,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Colón_Province.shp.zip,,
PAN_ADM1.zip,Panama,2017,ADM 1,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Colón_Province.shp.zip,,
PAN_ADM2.zip,Panama,2012,ADM 2,"Milton Solano, of the Smithsonian Tropical Research Institute, on ArcGIS online","GIS Laboratory. Smithsonian Tropical Research Institute, Panama, 2012",Creative Commons,https://www.arcgis.com/home/item.html?id=88c49cd807fc46708e1b7cf8d942b0be,No,,DistritosPMA.zip,,
PAN_ADM3.zip,Panama,2012,ADM 3,"Milton Solano, of the Smithsonian Tropical Research Institute, on ArcGIS online","GIS Laboratory. Smithsonian Tropical Research Institute, Panama, 2013",Creative Commons,https://www.arcgis.com/home/item.html?id=88c49cd807fc46708e1b7cf8d942b0be,No,,CorregimientosPMA.zip,,
PNG_ADM0.zip,Papua New Guinea,2017,ADM 0,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Papua_New_Guinea.shp.zip,,
PNG_ADM1.zip,Papua New Guinea,2017,ADM 1,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Papua_New_Guinea.shp.zip,,
PNG_ADM2.zip,Papua New Guinea,2015,ADM 2,Papua New Guinea National Statistics Office,United Nations Office for the Coordination of Humanitarian Affairs ROAP,For humanitarian use only,https://data.humdata.org/dataset/papua-new-guinea-admin2-boundaries,No,,png_polbnd_adm2_2015_nso.zip,,
PNG_ADM3.zip,Papua New Guinea,2015,ADM 3,Papua New Guinea National Statistics Office,United Nations Office for the Coordination of Humanitarian Affairs ROAP,For humanitarian use only,https://data.humdata.org/dataset/papua-new-guinea-admin-level-3-boundaries,No,,png_polbnd_adm3_2015_nso.zip,,
PRY_ADM0.zip,Paraguay,2012,ADM 0,"Dirrecion General de Estadica, Encuestas y Censos",,Creative Commons V4,http://geo.stp.gov.py/user/dgeec/tables/paraguay_2012_departamentos/public,No,,paraguay_2012_departamentos.zip,,
PRY_ADM1.zip,Paraguay,2012,ADM 1,"Dirrecion General de Estadica, Encuestas y Censos",,Creative Commons V4,http://geo.stp.gov.py/user/dgeec/tables/paraguay_2012_departamentos/public,No,,paraguay_2012_departamentos.zip,,
PRY_ADM2.zip,Paraguay,2012,ADM 2,"Dirrecion General de Estadica, Encuestas y Censos",,Creative Commons V4,http://geo.stp.gov.py/user/dgeec/tables/paraguay_2012_barrrios_y_localidades/public,Yes,Cannot be verified,paraguay_2012_barrrios_y_localidades.zip,,
PER_ADM0.zip,Peru,2009,ADM 0,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Amazonas.shp (1).zip,,
PER_ADM1.zip,Peru,2009,ADM 1,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,Missing the Lima Province,exported_boundaries_Amazonas.shp (1).zip,,
PER_ADM2.zip,Peru,2009,ADM 2,Instituto Geográfico Nacional - IGN,United Nations Office for the Coordination of Humanitarian Affairs Regional Office for Latin America and the Caribbean (ROLAC),Creative Commons Attribution for Intergovernmental Organizations,https://data.humdata.org/dataset/limites-de-peru,No,"Small island off of Callao isn't included in this layer, missing one province",administrativeboundarieslevel2.zip,,
PHL_ADM0.zip,Philippines,2016,ADM 0,"National Mapping and Resource Information Authority (NAMRIA), Philippines Statistics Authority (PSA)","United Nations Office for the Coordination of Humanitarian Affairs, Philippines",Creative Commons Attribution,https://data.humdata.org/dataset/regional-admin1-boundaries-of-the-philippines-june2016,No,,phl_adm1_psa_pn_2016june.zip,,
PHL_ADM1.zip,Philippines,2016,ADM 1,"National Mapping and Resource Information Authority (NAMRIA), Philippines Statistics Authority (PSA)","United Nations Office for the Coordination of Humanitarian Affairs, Philippines",Creative Commons Attribution,https://data.humdata.org/dataset/regional-admin1-boundaries-of-the-philippines-june2016,No,Includes the Negros Island Region (since abolished),phl_adm1_psa_pn_2016june.zip,,
PHL_ADM2.zip,Philippines,2016,ADM 2,"National Mapping and Resource Information Authority (NAMRIA), Philippines Statistics Authority (PSA)","United Nations Office for the Coordination of Humanitarian Affairs, Philippines",Creative Commons Attribution,https://data.humdata.org/dataset/regional-admin1-boundaries-of-the-philippines-june2016,No,Needs to be verified,phl_adm2_psa_pn_2016june.zip,,
PHL_ADM3.zip,Philippines,2016,ADM 3,"National Mapping and Resource Information Authority (NAMRIA), Philippines Statistics Authority (PSA)","United Nations Office for the Coordination of Humanitarian Affairs, Philippines",Creative Commons Attribution,https://data.humdata.org/dataset/regional-admin1-boundaries-of-the-philippines-june2016,No,Needs to be verified,phl_adm3_psa_pn_2016june.zip,,
POL_ADM0.zip,Poland,2017,ADM 0,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Poland.shp.zip,,
POL_ADM1.zip,Poland,2017,ADM 1,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Poland.shp.zip,,
POL_ADM2.zip,Poland,2017,ADM 2,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Poland.shp.zip,,
POL_ADM3.zip,Poland,2017,ADM 3,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Poland.shp.zip,,
PRT_ADM0.zip,Portugal,2016,ADM 0,DG Territory ,,"You may copy, import or use free of charge national information or symbols on this site for personal or public use provided that such use is not for profit or offensive purposes.",http://www.dgterritorio.pt/cartografia_e_geodesia/cartografia/carta_administrativa_oficial_de_portugal__caop_/caop_em_vigor/,No,Includes Madeira and Azores,Portugal_all.zip,,http://data.gov.ro/base/images/logoinst/OGL-ROU-1.0.pdf
PRT_ADM1.zip,Portugal,2016,ADM 1,DG Territory ,,"You may copy, import or use free of charge national information or symbols on this site for personal or public use provided that such use is not for profit or offensive purposes.",http://www.dgterritorio.pt/cartografia_e_geodesia/cartografia/carta_administrativa_oficial_de_portugal__caop_/caop_em_vigor/,Yes,Includes Madeira and Azores,Portugal_all.zip,,
PRT_ADM2.zip,Portugal,2016,ADM 2,DG Territory ,,"You may copy, import or use free of charge national information or symbols on this site for personal or public use provided that such use is not for profit or offensive purposes.",http://www.dgterritorio.pt/cartografia_e_geodesia/cartografia/carta_administrativa_oficial_de_portugal__caop_/caop_em_vigor/,Yes,Includes Madeira and Azores,Portugal_all.zip,,
PRT_ADM3.zip,Portugal,2016,ADM 3,DG Territory ,,"You may copy, import or use free of charge national information or symbols on this site for personal or public use provided that such use is not for profit or offensive purposes.",http://www.dgterritorio.pt/cartografia_e_geodesia/cartografia/carta_administrativa_oficial_de_portugal__caop_/caop_em_vigor/,Yes,Includes Madeira and Azores,Portugal_all.zip,,
QAT_ADM0.zip,Qatar,2017,ADM 0,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Al_Ghuwariyah.shp.zip,,
QAT_ADM1.zip,Qatar,2014,ADM 1,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,Outdated,exported_boundaries_Al_Ghuwariyah.shp.zip,,
COG_ADM2.zip,Republic of the Congo,2007,ADM 2,"NYU, Stanford",Map Maker Ltd,This item is in the public domain. There are no restrictions on access or use.,https://geo.nyu.edu/catalog/stanford-hz799nq4536,No,Outdated,data (6).zip,,
COG_ADM0.zip,Republic of the Congo,2017,ADM 0,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Bouenza.shp.zip,,
COG_ADM1.zip,Republic of the Congo,2017,ADM 1,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Bouenza.shp.zip,,
ROU_ADM0.zip,Romania,2016,ADM 0,Agenția Națională de Cadastru și Publicitate Imobiliară,,Open Government License,http://data.gov.ro/dataset/unitati-administrative,No,,administrativunit1storder20160707.kmz,,
ROU_ADM1.zip,Romania,2016,ADM 1,Agenția Națională de Cadastru și Publicitate Imobiliară,,Open Government License,http://data.gov.ro/dataset/unitati-administrative,No,,administrativunit1storder20160707.kmz,,
ROU_ADM2.zip,Romania,2016,ADM 2,Agenția Națională de Cadastru și Publicitate Imobiliară,,Open Government License,http://data.gov.ro/dataset/unitati-administrative,No,,administrativunit2ndorder20160707.kmz,,
RUS_ADM0.zip,Russia,2017,ADM 0,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,Includes water territories- could be clipped,exported_boundaries_Russian_Federation.shp.zip,,
RUS_ADM1.zip,Russia,2017,ADM 1,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,Does not include the Republic of Crimea or the Federal City of Sevastopol,exported_boundaries_Russian_Federation.shp.zip,,
RUS_ADM2.zip,Russia,2017,ADM 2,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,Cannot be verified,exported_boundaries_Russian_Federation.shp.zip,,
RUS_ADM3.zip,Russia,2017,ADM 3,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,Cannot be verified and is not a complete layer,exported_boundaries_Russian_Federation.shp.zip,,
RWA_ADM0.zip,Rwanda,2017,ADM 0,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_East_Province.shp.zip,,
RWA_ADM1.zip,Rwanda,2017,ADM 1,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_East_Province.shp.zip,,
RWA_ADM2.zip,Rwanda,2012,ADM 2,Open Data Rwanda,,Creative Commons,http://geodata-nisr.opendata.arcgis.com/datasets/c0a3d1deab694f7998bc4b966be12cbb_0,No,,District_Boundary_2006 (1),,
RWA_ADM3.zip,Rwanda,2012,ADM 3,Open Data Rwanda,,Creative Commons,http://geodata-nisr.opendata.arcgis.com/datasets/7083c6f446ae41c1bc69649f577f8a68_0,No,,Sector_Boundary_2006,,
RWA_ADM4.zip,Rwanda,2012,ADM 4,Open Data Rwanda,,Creative Commons,http://geodata-nisr.opendata.arcgis.com/datasets/5ce6aa02c0f443638304bfb97329e6df_0,No,,Cell_Boundary_2006,,
WSM_ADM0.zip,Samoa,2017,ADM 0,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_World.shp (2).zip,,
SMR_ADM0.zip,San Marino,2017,ADM 0,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Acquaviva.shp.zip,,
SMR_ADM1.zip,San Marino,2017,ADM 1,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Acquaviva.shp.zip,,
STP_ADM0.zip,Sao Tome and Principe,2017,ADM 0,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Príncipe_Province.shp.zip,,
STP_ADM1.zip,Sao Tome and Principe,2017,ADM 1,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Príncipe_Province.shp.zip,,
STP_ADM2.zip,Sao Tome and Principe,2017,ADM 2,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,Yes,,exported_boundaries_Príncipe_Province.shp (1).zip,,
SAU_ADM0.zip,Saudi Arabia,2017,ADM 0,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Al_Bahah_Region.shp.zip,,
SAU_ADM1.zip,Saudi Arabia,2017,ADM 1,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Al_Bahah_Region.shp.zip,,
SEN_ADM0.zip,Senegal,2017,ADM 0,Government of Senegal,United Nations Office for the Coordination of Humanitarian Affairs Regional Office for West and Central Africa (ROWCA),Creative Commons Attribution for Intergovernmental Organizations,https://data.humdata.org/dataset/senegal-administrative-boundaries,No,,sen_admbnda_adm1_1m_gov_United Nations Office for the Coordination of Humanitarian Affairs_04082017.shp.zip,,
SEN_ADM1.zip,Senegal,2017,ADM 1,Government of Senegal,United Nations Office for the Coordination of Humanitarian Affairs Regional Office for West and Central Africa (ROWCA),Creative Commons Attribution for Intergovernmental Organizations,https://data.humdata.org/dataset/senegal-administrative-boundaries,No,,sen_admbnda_adm1_1m_gov_United Nations Office for the Coordination of Humanitarian Affairs_04082017.shp.zip,,
SEN_ADM2.zip,Senegal,2017,ADM 2,Government of Senegal,United Nations Office for the Coordination of Humanitarian Affairs Regional Office for West and Central Africa (ROWCA),Creative Commons Attribution for Intergovernmental Organizations,https://data.humdata.org/dataset/senegal-administrative-boundaries,No,,sen_admbnda_adm2_1m_gov_United Nations Office for the Coordination of Humanitarian Affairs_04082017.shp.zip,,
SEN_ADM3.zip,Senegal,2017,ADM 3,Government of Senegal,United Nations Office for the Coordination of Humanitarian Affairs Regional Office for West and Central Africa (ROWCA),Creative Commons Attribution for Intergovernmental Organizations,https://data.humdata.org/dataset/senegal-administrative-boundaries,No,,sen_admbnda_adm3_1m_gov_United Nations Office for the Coordination of Humanitarian Affairs_04082017.shp.zip,,
SRB_ADM0.zip,Serbia,2017,ADM 0,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Belgrade.shp.zip,,
SRB_ADM1.zip,Serbia,2017,ADM 1,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Belgrade.shp.zip,,
SRB_ADM2.zip,Serbia,2017,ADM 2,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,Yes,Needs to be verified,"serbia_adm2_osm_part1.zip, serbia_adm2_osm_part2.zip",,
SYC_ADM0.zip,Seychelles,2017,ADM 0,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_World.shp (3).zip,,
SLE_ADM0.zip,Sierra Leone,2017,ADM 0,Government of Sierra Leone,United Nations Office for the Coordination of Humanitarian Affairs Regional Office for West and Central Africa (ROWCA),For use of Humanitarian Community,https://data.humdata.org/dataset/sierra-leone-all-ad-min-level-boundaries,No,,admin1provinceslesleprovince.zip,,
SLE_ADM1.zip,Sierra Leone,2017,ADM 1,Government of Sierra Leone,United Nations Office for the Coordination of Humanitarian Affairs Regional Office for West and Central Africa (ROWCA),For use of Humanitarian Community,https://data.humdata.org/dataset/sierra-leone-all-ad-min-level-boundaries,No,,admin1provinceslesleprovince.zip,,
SLE_ADM2.zip,Sierra Leone,2017,ADM 2,Government of Sierra Leone,United Nations Office for the Coordination of Humanitarian Affairs Regional Office for West and Central Africa (ROWCA),For use of Humanitarian Community,https://data.humdata.org/dataset/sierra-leone-all-ad-min-level-boundaries,No,,sle_admbnda_adm2_1m_gov_United Nations Office for the Coordination of Humanitarian Affairs.zip,,
SLE_ADM3.zip,Sierra Leone,2017,ADM 3,Government of Sierra Leone,United Nations Office for the Coordination of Humanitarian Affairs Regional Office for West and Central Africa (ROWCA),For use of Humanitarian Community,https://data.humdata.org/dataset/sierra-leone-all-ad-min-level-boundaries,No,Needs to be verified,sle_admbnda_adm3_1m_gov_United Nations Office for the Coordination of Humanitarian Affairs.zip,,
SLE_ADM4.zip,Sierra Leone,2016,ADM 4,Open Africa,Code for Sierra Leone,Creative Commons Attribution,https://africaopendata.org/dataset/sierra-leone-admin-level-4-boundaries,No,Needs to be verified,sleadmnad4pyUnited Nations Office for the Coordination of Humanitarian Affairssection.zip,,
SGP_ADM0.zip,Singapore,2016,ADM 0,Urban Redevelopment Authority,derived from ADM 3,Singapore Open Data License,https://data.gov.sg/dataset/master-plan-2014-subzone-boundary-no-sea,No,Using URA zones,master-plan-2014-subzone-boundary-no-sea-shp.zip,,
SGP_ADM1.zip,Singapore,2016,ADM 1,Urban Redevelopment Authority,derived from ADM 3,Singapore Open Data License,https://data.gov.sg/dataset/master-plan-2014-subzone-boundary-no-sea,No,Using URA zones,master-plan-2014-subzone-boundary-no-sea-shp.zip,,
SGP_ADM2.zip,Singapore,2016,ADM 2,Urban Redevelopment Authority,derived from ADM 3,Singapore Open Data License,https://data.gov.sg/dataset/master-plan-2014-subzone-boundary-no-sea,No,Using URA zones,master-plan-2014-subzone-boundary-no-sea-shp.zip,,
SVK_ADM0.zip,Slovakia,2017,ADM 0,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Region_of_Banská_Bystrica.shp.zip,,
SVK_ADM1.zip,Slovakia,2017,ADM 1,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Region_of_Banská_Bystrica.shp.zip,,
SVK_ADM2.zip,Slovakia,2017,ADM 2,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,slovakia_adm2_osm.zip,,
SVK_ADM3.zip,Slovakia,2017,ADM 3,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,Needs to be verified,slovakia_adm3_osm.zip,,
SVK_ADM4.zip,Slovakia,2017,ADM 4,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,Needs to be verified,slovakia_adm4_osm.zip,,
SVN_ADM0.zip,Slovenia,2017,ADM 0,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,Administrative_units.zip,,
SVN_ADM1.zip,Slovenia,2017,ADM 1,OpenStreetMap,,ODbL,,No,Statistical regions used as ADM 1's,slovenia_geojson.tgz,,
SVN_ADM2.zip,Slovenia,2017,ADM 2,OpenStreetMap,,ODbL,,No,One extra municipality is included,slovenia_geojson.tgz,,
SLB_ADM0.zip,Solomon Islands,2017,ADM 0,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Capital_Territory.shp.zip,,
SLB_ADM1.zip,Solomon Islands,2017,ADM 1,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Capital_Territory.shp.zip,,
SLB_ADM2.zip,Solomon Islands,2014,ADM 2,POPGIS,,Granted to redistribute in email,http://prism.spc.int/regional-data-and-tools/popgis2,No,,cid_3857.zip,,
SLB_ADM3.zip,Solomon Islands,2014,ADM 3,POPGIS,,Granted to redistribute in email,http://prism.spc.int/regional-data-and-tools/popgis2,No,,wid_3857.zip,,
SLB_ADM4.zip,Solomon Islands,2014,ADM 4,POPGIS,,Granted to redistribute in email,http://prism.spc.int/regional-data-and-tools/popgis2,No,,eaid_3857.zip,,
SOM_ADM0.zip,Somalia,2015,ADM 0,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Somalia.shp.zip,,
SOM_ADM1.zip,Somalia,2015,ADM 1,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Somalia.shp.zip,,
SOM_ADM2.zip,Somalia,2015,ADM 2,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,Outdated,exported_boundaries_Somalia.shp.zip,,
ZAF_ADM0.zip,South Africa,2017,ADM 0,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,southafrica_adm1_osm.zip,,
ZAF_ADM1.zip,South Africa,2017,ADM 1,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,southafrica_adm1_osm.zip,,
ZAF_ADM2.zip,South Africa,2017,ADM 2,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,southafrica_adm2_osm.zip,,
ZAF_ADM3.zip,South Africa,2017,ADM 3,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,Missing a few ,southafrica_adm3_osm.zip,,
ZAF_ADM4.zip,South Africa,2015,ADM 4,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,southafrica_adm4_osm.zip,,
KOR_ADM2.zip,South Korea,2013,ADM 2,Justin Meyers,KoStat,There is no limit or license that you need to use the data,https://github.com/justinelliotmeyers/southkorea-maps,No,"Names in Korean, needs to be verified",kostat.zip,,
KOR_ADM0.zip,South Korea,2017,ADM 0,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Busan.shp.zip,,
KOR_ADM1.zip,South Korea,2017,ADM 1,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Busan.shp.zip,,
SSD_ADM0.zip,South Sudan,2014,ADM 0,"South Sudan Inter Cluster Information Management Working Group (ICIWG), National Bureau of Statistics (NBS)",United Nations Office for the Coordination of Humanitarian Affairs South Sudan,Creative Commons Attribution,https://data.humdata.org/dataset/south-sudan-administrative-boundaries,No,,ssd_admbnda_adm1_200k_ssnbs_20160801.zip,,
SSD_ADM1.zip,South Sudan,2014,ADM 1,"South Sudan Inter Cluster Information Management Working Group (ICIWG), National Bureau of Statistics (NBS)",United Nations Office for the Coordination of Humanitarian Affairs South Sudan,Creative Commons Attribution,https://data.humdata.org/dataset/south-sudan-administrative-boundaries,No,Outdated,ssd_admbnda_adm1_200k_ssnbs_20160801.zip,,
SSD_ADM2.zip,South Sudan,2008,ADM 2,"South Sudan Inter Cluster Information Management Working Group (ICIWG), National Bureau of Statistics (NBS)",United Nations Office for the Coordination of Humanitarian Affairs South Sudan,Creative Commons Attribution,https://data.humdata.org/dataset/south-sudan-administrative-boundaries,No,Outdated,ssd_admbnda_adm2_200k_ssnbs_20160114.zip,,
ESP_ADM0.zip,Spain,2017,ADM 0,Instituto de Geografico Nacional,,CC-BY 4.0,http://centrodedescargas.cnig.es/CentroDescargas/index.jsp,Yes,Includes Canary Islands,lineas_limite.zip,,
ESP_ADM1.zip,Spain,2017,ADM 1,Instituto de Geografico Nacional,,CC-BY 4.0,http://centrodedescargas.cnig.es/CentroDescargas/index.jsp,Yes,Includes Canary Islands,lineas_limite.zip,,
ESP_ADM2.zip,Spain,2017,ADM 2,Instituto de Geografico Nacional,,CC-BY 4.0,http://centrodedescargas.cnig.es/CentroDescargas/index.jsp,Yes,Includes Canary Islands,lineas_limite.zip,,
LKA_ADM0.zip,Sri Lanka,2017,ADM 0,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Central_Province.shp.zip,,
LKA_ADM1.zip,Sri Lanka,2017,ADM 1,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Central_Province.shp.zip,,
LKA_ADM2.zip,Sri Lanka,2017,ADM 2,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Ampara_District.shp.zip,,
LKA_ADM3.zip,Sri Lanka,2016,ADM 3,"The Survey Department of Sri Lanka, National Building Research Organisation (NBRO), Disaster Management Centre (DMC)",United Nations Office for the Coordination of Humanitarian Affairs Regional Office for Asia and the Pacific (ROAP),For humanitarian use only,https://data.humdata.org/dataset/sri-lanka-admin-level-3-boundaries,No,,lka_pop_censusproj2022adm3_wfpUnited Nations Office for the Coordination of Humanitarian Affairs.zip,,
LKA_ADM4.zip,Sri Lanka,2017,ADM 4,"The Survey Department of Sri Lanka, National Building Research Organisation (NBRO), Disaster Management Centre (DMC)",United Nations Office for the Coordination of Humanitarian Affairs Regional Office for Asia and the Pacific (ROAP),For humanitarian use only,https://data.humdata.org/dataset/sri-lanka-admin-level-4-boundaries,No,This layer may actually be the ADM 5 level,lka_pop_censusproj2022adm4_wfpUnited Nations Office for the Coordination of Humanitarian Affairs.zip,,
KNA_ADM0.zip,St Kitts and Nevis,2017,ADM 0,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Saint_Kitts_and_Nevis.shp.zip,,
LCA_ADM0.zip,St Lucia,2017,ADM 0,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,No,,exported_boundaries_Saint_Lucia.shp.zip,,
